name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-22,26,17,21.3,26,17,21.3,14.5,67.7,0,0,0,,0,0,24.8,20.5,223.5,1015.5,41.3,8.7,161.6,14,8,10,2023-02-22T06:48:06,2023-02-22T18:16:20,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-23,28.6,16.7,22.4,27.1,16.7,22.1,9.7,49.6,0,0,0,,0,0,27.7,16.4,249.7,1012.9,44.8,10,294.5,25.4,9,10,2023-02-23T06:47:16,2023-02-23T18:16:55,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-24,32.4,17.9,24.2,30.1,17.9,23.6,7.3,37.2,0,0,0,,0,0,18.7,18.4,53.6,1012.9,5,10,367.5,31.8,10,10,2023-02-24T06:46:24,2023-02-24T18:17:29,0.13,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-25,32.7,19,25,30.9,19,24.9,12.2,45.8,0,0,0,,0,0,27.4,24.7,63,1015.4,33.1,10,418.7,36.2,10,10,2023-02-25T06:45:32,2023-02-25T18:18:03,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-26,33,21.3,26.2,31.5,21.3,26,12.3,42.8,0,0,0,,0,0,23.8,22.8,59.2,1016.8,8.1,10,387.7,33.4,8,10,2023-02-26T06:44:39,2023-02-26T18:18:37,0.2,Clear,Clear conditions throughout the day.,clear-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-27,32.4,21.2,26.6,30.9,21.2,26.1,12,42.4,0,0,0,,0,0,21.2,23.3,52.9,1016.7,46.1,10,297.9,25.6,9,10,2023-02-27T06:43:46,2023-02-27T18:19:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-02-28,33,21.4,26.8,30.9,21.4,26.2,10.2,36.8,0.1,100,4.17,rain,0,0,22,26.5,325.9,1014.7,30,10,299,25.6,8,10,2023-02-28T06:42:51,2023-02-28T18:19:43,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-03-01,28.6,20.9,24.7,28.5,20.9,24.8,16.5,61.5,0,0,0,,0,0,36.4,20,263.9,1015.3,39.1,9.7,375.3,32.4,9,10,2023-03-01T06:41:56,2023-03-01T18:20:16,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-03-02,29,22.1,25.2,28.3,22.1,25,15.2,57.5,0,0,0,,0,0,16.2,20.5,334.9,1016.7,42.1,9.2,331.1,28.4,8,30,2023-03-02T06:41:01,2023-03-02T18:20:48,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
"جبيل, الشارقة, الإمارات العربية المتحدة",2023-03-03,32,20.6,25,30.6,20.6,25,17,63.4,0.2,100,8.33,rain,0,0,19.4,24.8,345.8,1017.6,4,8.7,292.5,25.2,8,30,2023-03-03T06:40:04,2023-03-03T18:21:19,0.36,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"OMSJ,41194099999,41194599999,OMDB,41196099999,E1978"
